Transaction_ID,Order_ID,Transaction_Mode,Rewards
TR_41000640,OR_31000965,Wallet,Yes
TR_41000641,OR_31009152,Debit Card,No
TR_41000642,OR_31000323,Credit Card,No
TR_41000643,OR_31006161,UPI,No
TR_41000644,OR_31007256,Wallet,No
TR_41000645,OR_31007339,Credit Card,Yes
TR_41000646,OR_31002108,UPI,Yes
TR_41000647,OR_31001574,Wallet,No
TR_41000648,OR_31001699,COD,No
TR_41000649,OR_31008035,UPI,No
TR_41000650,OR_31001888,COD,No
TR_41000651,OR_31004072,Wallet,Yes
TR_41000652,OR_31003279,Wallet,Yes
TR_41000653,OR_31000442,Debit Card,No
TR_41000654,OR_31001798,Debit Card,No
TR_41000655,OR_31004081,Debit Card,Yes
TR_41000656,OR_31002465,COD,No
TR_41000657,OR_31001892,Wallet,Yes
TR_41000658,OR_31008597,Credit Card,Yes
TR_41000659,OR_31000736,COD,Yes
TR_41000660,OR_31006390,UPI,No
TR_41000661,OR_31001305,Wallet,No
TR_41000662,OR_31006828,Credit Card,No
TR_41000663,OR_31002879,UPI,No
TR_41000664,OR_31001052,Debit Card,Yes
TR_41000665,OR_31009137,COD,Yes
TR_41000666,OR_31001058,Debit Card,Yes
TR_41000667,OR_31009793,COD,No
TR_41000668,OR_31004134,UPI,Yes
TR_41000669,OR_31004211,Credit Card,No
TR_41000670,OR_31006258,UPI,Yes
TR_41000671,OR_31008870,Debit Card,Yes
TR_41000672,OR_31003523,Debit Card,Yes
TR_41000673,OR_31006735,COD,Yes
TR_41000674,OR_31001663,UPI,Yes
TR_41000675,OR_31002419,Debit Card,Yes
TR_41000676,OR_31003519,Credit Card,Yes
TR_41000677,OR_31008987,COD,No
TR_41000678,OR_31009875,COD,No
TR_41000679,OR_31006759,UPI,No
TR_41000680,OR_31003636,COD,Yes
TR_41000681,OR_31000411,Wallet,No
TR_41000682,OR_31004864,Credit Card,Yes
TR_41000683,OR_31006273,UPI,Yes
TR_41000684,OR_31005383,COD,No
TR_41000685,OR_31009283,UPI,No
TR_41000686,OR_31004020,Wallet,No
TR_41000687,OR_31001935,Wallet,Yes
TR_41000688,OR_31001040,Wallet,No
TR_41000689,OR_31009704,UPI,No
TR_41000690,OR_31002743,Wallet,No
TR_41000691,OR_31005134,Wallet,No
TR_41000692,OR_31002207,Debit Card,Yes
TR_41000693,OR_31000358,COD,No
TR_41000694,OR_31007571,Credit Card,Yes
TR_41000695,OR_31000055,Credit Card,No
TR_41000696,OR_31004114,Credit Card,No
TR_41000697,OR_31005996,UPI,Yes
TR_41000698,OR_31007762,COD,No
TR_41000699,OR_31008973,Wallet,Yes
TR_41000700,OR_31004907,UPI,No
TR_41000701,OR_31001610,Credit Card,No
TR_41000702,OR_31008967,Wallet,Yes
TR_41000703,OR_31007150,Debit Card,Yes
TR_41000704,OR_31001650,COD,Yes
TR_41000705,OR_31008998,Wallet,Yes
TR_41000706,OR_31005312,UPI,No
TR_41000707,OR_31008879,COD,Yes
TR_41000708,OR_31005939,UPI,Yes
TR_41000709,OR_31009442,Debit Card,No
TR_41000710,OR_31005993,Debit Card,Yes
TR_41000711,OR_31003900,UPI,No
TR_41000712,OR_31001096,UPI,Yes
TR_41000713,OR_31008803,COD,Yes
TR_41000714,OR_31004144,COD,Yes
TR_41000715,OR_31004448,Debit Card,Yes
TR_41000716,OR_31003686,Debit Card,Yes
TR_41000717,OR_31004102,Credit Card,No
TR_41000718,OR_31006452,Credit Card,Yes
TR_41000719,OR_31003838,UPI,No
TR_41000720,OR_31006922,Credit Card,Yes
TR_41000721,OR_31007558,Wallet,Yes
TR_41000722,OR_31003377,Wallet,Yes
TR_41000723,OR_31004444,Wallet,Yes
TR_41000724,OR_31009073,Credit Card,Yes
TR_41000725,OR_31003684,COD,No
TR_41000726,OR_31007331,UPI,Yes
TR_41000727,OR_31009918,Debit Card,Yes
TR_41000728,OR_31003616,UPI,Yes
TR_41000729,OR_31001099,UPI,No
TR_41000730,OR_31006822,Credit Card,No
TR_41000731,OR_31001469,Wallet,No
TR_41000732,OR_31006228,Debit Card,Yes
TR_41000733,OR_31004227,UPI,Yes
TR_41000734,OR_31006272,Debit Card,No
TR_41000735,OR_31007512,Debit Card,Yes
TR_41000736,OR_31002140,Debit Card,Yes
TR_41000737,OR_31008768,UPI,Yes
TR_41000738,OR_31002106,Credit Card,No
TR_41000739,OR_31002066,Wallet,Yes
TR_41000740,OR_31007022,Debit Card,Yes
TR_41000741,OR_31005621,UPI,No
TR_41000742,OR_31003119,Credit Card,No
TR_41000743,OR_31005684,UPI,No
TR_41000744,OR_31006807,Credit Card,No
TR_41000745,OR_31008894,Wallet,No
TR_41000746,OR_31004031,UPI,Yes
TR_41000747,OR_31002115,COD,No
TR_41000748,OR_31001368,Credit Card,No
TR_41000749,OR_31006299,Debit Card,Yes
TR_41000750,OR_31005298,COD,Yes
TR_41000751,OR_31005104,COD,No
TR_41000752,OR_31005564,Wallet,No
TR_41000753,OR_31005582,COD,No
TR_41000754,OR_31005533,Debit Card,No
TR_41000755,OR_31004742,Credit Card,No
TR_41000756,OR_31001578,Wallet,Yes
TR_41000757,OR_31002104,UPI,No
TR_41000758,OR_31009590,COD,Yes
TR_41000759,OR_31001763,Debit Card,No
TR_41000760,OR_31005909,UPI,No
TR_41000761,OR_31005506,Credit Card,Yes
TR_41000762,OR_31009323,Wallet,No
TR_41000763,OR_31009097,Credit Card,Yes
TR_41000764,OR_31004311,Debit Card,Yes
TR_41000765,OR_31004109,Debit Card,Yes
TR_41000766,OR_31001807,Credit Card,No
TR_41000767,OR_31006777,Debit Card,No
TR_41000768,OR_31005345,COD,No
TR_41000769,OR_31006318,UPI,No
TR_41000770,OR_31001451,Credit Card,No
TR_41000771,OR_31002356,UPI,Yes
TR_41000772,OR_31004542,Debit Card,Yes
TR_41000773,OR_31003114,UPI,No
TR_41000774,OR_31000788,Wallet,No
TR_41000775,OR_31006273,COD,Yes
TR_41000776,OR_31003360,Credit Card,Yes
TR_41000777,OR_31009431,UPI,Yes
TR_41000778,OR_31007599,UPI,No
TR_41000779,OR_31007962,Credit Card,No
TR_41000780,OR_31009970,UPI,No
TR_41000781,OR_31005894,Debit Card,No
TR_41000782,OR_31006605,Wallet,No
TR_41000783,OR_31003313,UPI,Yes
TR_41000784,OR_31006406,COD,Yes
TR_41000785,OR_31002708,Wallet,No
TR_41000786,OR_31001919,Debit Card,No
TR_41000787,OR_31001833,Wallet,Yes
TR_41000788,OR_31003061,Wallet,No
TR_41000789,OR_31003549,Credit Card,Yes
TR_41000790,OR_31006019,Debit Card,No
TR_41000791,OR_31003229,Credit Card,No
TR_41000792,OR_31001546,Debit Card,Yes
TR_41000793,OR_31005839,Wallet,Yes
TR_41000794,OR_31007362,UPI,No
TR_41000795,OR_31003803,Wallet,Yes
TR_41000796,OR_31008751,COD,Yes
TR_41000797,OR_31002422,Debit Card,Yes
TR_41000798,OR_31005947,UPI,Yes
TR_41000799,OR_31007674,UPI,Yes
TR_41000800,OR_31002259,UPI,No
TR_41000801,OR_31005843,COD,Yes
TR_41000802,OR_31008766,Credit Card,Yes
TR_41000803,OR_31003027,Debit Card,No
TR_41000804,OR_31001414,UPI,Yes
TR_41000805,OR_31005742,COD,No
TR_41000806,OR_31007435,COD,Yes
TR_41000807,OR_31000406,Wallet,No
TR_41000808,OR_31003431,Wallet,Yes
TR_41000809,OR_31001356,UPI,Yes
TR_41000810,OR_31003046,UPI,Yes
TR_41000811,OR_31007512,Wallet,No
TR_41000812,OR_31004504,Wallet,Yes
TR_41000813,OR_31009434,COD,No
TR_41000814,OR_31009789,UPI,No
TR_41000815,OR_31001961,UPI,No
TR_41000816,OR_31008594,Credit Card,Yes
TR_41000817,OR_31005827,COD,Yes
TR_41000818,OR_31000761,Credit Card,No
TR_41000819,OR_31004272,UPI,No
TR_41000820,OR_31009074,Debit Card,No
TR_41000821,OR_31008852,Wallet,No
TR_41000822,OR_31005350,Debit Card,No
TR_41000823,OR_31007116,Credit Card,Yes
TR_41000824,OR_31009466,Credit Card,No
TR_41000825,OR_31009289,Debit Card,Yes
TR_41000826,OR_31003841,Debit Card,No
TR_41000827,OR_31009674,Debit Card,No
TR_41000828,OR_31007740,Debit Card,No
TR_41000829,OR_31007984,Wallet,No
TR_41000830,OR_31008670,Credit Card,Yes
TR_41000831,OR_31009687,Debit Card,Yes
TR_41000832,OR_31009749,Debit Card,Yes
TR_41000833,OR_31007148,Wallet,Yes
TR_41000834,OR_31008799,Debit Card,Yes
TR_41000835,OR_31005805,COD,No
TR_41000836,OR_31003194,Debit Card,No
TR_41000837,OR_31003906,COD,Yes
TR_41000838,OR_31001171,Credit Card,No
TR_41000839,OR_31005903,Credit Card,No
TR_41000840,OR_31007535,Wallet,No
TR_41000841,OR_31009290,UPI,No
TR_41000842,OR_31009661,Credit Card,Yes
TR_41000843,OR_31005673,COD,Yes
TR_41000844,OR_31005138,Debit Card,Yes
TR_41000845,OR_31003131,UPI,Yes
TR_41000846,OR_31007620,Credit Card,Yes
TR_41000847,OR_31001697,UPI,Yes
TR_41000848,OR_31000048,UPI,No
TR_41000849,OR_31000752,COD,No
TR_41000850,OR_31009849,Wallet,No
TR_41000851,OR_31008165,UPI,Yes
TR_41000852,OR_31008695,UPI,Yes
TR_41000853,OR_31001816,UPI,No
TR_41000854,OR_31002871,COD,No
TR_41000855,OR_31001771,Credit Card,Yes
TR_41000856,OR_31004909,Credit Card,Yes
TR_41000857,OR_31003754,UPI,Yes
TR_41000858,OR_31005707,Wallet,No
TR_41000859,OR_31002741,COD,No
TR_41000860,OR_31002329,Wallet,No
TR_41000861,OR_31003624,UPI,No
TR_41000862,OR_31003042,Debit Card,No
TR_41000863,OR_31000394,Wallet,Yes
TR_41000864,OR_31007922,COD,No
TR_41000865,OR_31003761,Debit Card,No
TR_41000866,OR_31007701,UPI,Yes
TR_41000867,OR_31007402,UPI,No
TR_41000868,OR_31004269,Credit Card,Yes
TR_41000869,OR_31006543,Wallet,Yes
TR_41000870,OR_31003256,Debit Card,No
TR_41000871,OR_31009611,Debit Card,Yes
TR_41000872,OR_31001864,Credit Card,No
TR_41000873,OR_31001538,Credit Card,No
TR_41000874,OR_31004509,COD,No
TR_41000875,OR_31001825,Credit Card,Yes
TR_41000876,OR_31001505,Credit Card,Yes
TR_41000877,OR_31004929,UPI,No
TR_41000878,OR_31005404,Debit Card,Yes
TR_41000879,OR_31000845,COD,No
TR_41000880,OR_31003733,Debit Card,Yes
TR_41000881,OR_31002284,COD,Yes
TR_41000882,OR_31001544,Wallet,Yes
TR_41000883,OR_31005017,UPI,Yes
TR_41000884,OR_31001391,Wallet,No
TR_41000885,OR_31004754,Credit Card,No
TR_41000886,OR_31005925,Wallet,Yes
TR_41000887,OR_31008124,COD,Yes
TR_41000888,OR_31008271,Wallet,Yes
TR_41000889,OR_31008138,Wallet,No
TR_41000890,OR_31009173,Debit Card,No
TR_41000891,OR_31000576,COD,Yes
TR_41000892,OR_31009728,Debit Card,No
TR_41000893,OR_31008375,COD,Yes
TR_41000894,OR_31007807,Wallet,Yes
TR_41000895,OR_31007491,Credit Card,No
TR_41000896,OR_31000497,UPI,Yes
TR_41000897,OR_31005827,UPI,No
TR_41000898,OR_31007477,UPI,No
TR_41000899,OR_31008429,Debit Card,Yes
TR_41000900,OR_31008954,Wallet,Yes
TR_41000901,OR_31002000,Wallet,Yes
TR_41000902,OR_31008145,COD,No
TR_41000903,OR_31006134,Debit Card,Yes
TR_41000904,OR_31004150,COD,No
TR_41000905,OR_31005320,Debit Card,No
TR_41000906,OR_31008409,Debit Card,No
TR_41000907,OR_31006241,COD,No
TR_41000908,OR_31008345,UPI,No
TR_41000909,OR_31007939,Wallet,No
TR_41000910,OR_31007529,Credit Card,No
TR_41000911,OR_31005602,Debit Card,Yes
TR_41000912,OR_31001174,Debit Card,Yes
TR_41000913,OR_31006541,Credit Card,Yes
TR_41000914,OR_31009246,UPI,No
TR_41000915,OR_31003850,COD,Yes
TR_41000916,OR_31008083,UPI,No
TR_41000917,OR_31005896,Wallet,No
TR_41000918,OR_31001066,UPI,No
TR_41000919,OR_31009178,COD,No
TR_41000920,OR_31008325,Credit Card,Yes
TR_41000921,OR_31003044,Wallet,Yes
TR_41000922,OR_31001746,Credit Card,Yes
TR_41000923,OR_31001006,Wallet,Yes
TR_41000924,OR_31000099,UPI,No
TR_41000925,OR_31003958,COD,No
TR_41000926,OR_31002037,UPI,No
TR_41000927,OR_31008062,Debit Card,No
TR_41000928,OR_31000922,UPI,No
TR_41000929,OR_31006560,COD,Yes
TR_41000930,OR_31005736,Debit Card,Yes
TR_41000931,OR_31004763,COD,No
TR_41000932,OR_31006001,COD,No
TR_41000933,OR_31001871,COD,No
TR_41000934,OR_31001069,Wallet,Yes
TR_41000935,OR_31001536,Credit Card,Yes
TR_41000936,OR_31006770,Credit Card,No
TR_41000937,OR_31001814,Wallet,Yes
TR_41000938,OR_31003731,Debit Card,Yes
TR_41000939,OR_31005236,UPI,Yes
TR_41000940,OR_31000130,Wallet,Yes
TR_41000941,OR_31003673,COD,No
TR_41000942,OR_31000348,UPI,Yes
TR_41000943,OR_31005334,UPI,No
TR_41000944,OR_31002428,COD,Yes
TR_41000945,OR_31006802,Wallet,Yes
TR_41000946,OR_31002902,UPI,Yes
TR_41000947,OR_31003130,Wallet,No
TR_41000948,OR_31003802,Wallet,Yes
TR_41000949,OR_31000175,COD,No
TR_41000950,OR_31002719,Credit Card,Yes
TR_41000951,OR_31004378,COD,Yes
TR_41000952,OR_31002669,Credit Card,Yes
TR_41000953,OR_31000218,Debit Card,Yes
TR_41000954,OR_31008385,Credit Card,No
TR_41000955,OR_31000044,Credit Card,Yes
TR_41000956,OR_31003720,COD,Yes
TR_41000957,OR_31005980,Wallet,Yes
TR_41000958,OR_31008131,Debit Card,No
TR_41000959,OR_31004945,Credit Card,Yes
TR_41000960,OR_31009431,UPI,No
TR_41000961,OR_31002465,Credit Card,Yes
TR_41000962,OR_31004611,Wallet,No
TR_41000963,OR_31007647,Credit Card,No
TR_41000964,OR_31002337,UPI,Yes
TR_41000965,OR_31000625,COD,Yes
TR_41000966,OR_31000104,Debit Card,No
TR_41000967,OR_31007715,UPI,No
TR_41000968,OR_31004020,Credit Card,Yes
TR_41000969,OR_31009885,Debit Card,Yes
TR_41000970,OR_31003794,Credit Card,No
TR_41000971,OR_31000034,Wallet,No
TR_41000972,OR_31008353,Debit Card,No
TR_41000973,OR_31002756,COD,Yes
TR_41000974,OR_31001732,COD,Yes
TR_41000975,OR_31002805,Wallet,Yes
TR_41000976,OR_31006517,Debit Card,Yes
TR_41000977,OR_31000777,UPI,No
TR_41000978,OR_31001844,COD,No
TR_41000979,OR_31001067,Wallet,Yes
TR_41000980,OR_31006504,COD,No
TR_41000981,OR_31000023,Credit Card,Yes
TR_41000982,OR_31009654,UPI,No
TR_41000983,OR_31007589,Wallet,Yes
TR_41000984,OR_31000954,Wallet,Yes
TR_41000985,OR_31006700,Credit Card,No
TR_41000986,OR_31005427,UPI,No
TR_41000987,OR_31001904,Debit Card,No
TR_41000988,OR_31001584,Wallet,Yes
TR_41000989,OR_31005977,COD,No
TR_41000990,OR_31001705,Credit Card,Yes
TR_41000991,OR_31001076,COD,No
TR_41000992,OR_31009044,COD,No
TR_41000993,OR_31000027,Wallet,No
TR_41000994,OR_31003843,Wallet,Yes
TR_41000995,OR_31004469,Debit Card,Yes
TR_41000996,OR_31008361,UPI,No
TR_41000997,OR_31002503,UPI,Yes
TR_41000998,OR_31002291,Debit Card,No
TR_41000999,OR_31006551,UPI,No
TR_41001000,OR_31001494,UPI,No
TR_41001001,OR_31005719,Debit Card,Yes
TR_41001002,OR_31000704,UPI,Yes
TR_41001003,OR_31004413,COD,No
TR_41001004,OR_31002576,COD,Yes
TR_41001005,OR_31007047,Debit Card,Yes
TR_41001006,OR_31007974,Debit Card,No
TR_41001007,OR_31006874,Wallet,Yes
TR_41001008,OR_31007979,Wallet,Yes
TR_41001009,OR_31001720,UPI,Yes
TR_41001010,OR_31005383,UPI,Yes
TR_41001011,OR_31000487,UPI,No
TR_41001012,OR_31007666,UPI,Yes
TR_41001013,OR_31000075,COD,No
TR_41001014,OR_31009804,COD,No
TR_41001015,OR_31000383,Credit Card,Yes
TR_41001016,OR_31003317,COD,No
TR_41001017,OR_31000341,Debit Card,No
TR_41001018,OR_31002888,Debit Card,Yes
TR_41001019,OR_31009025,Credit Card,Yes
TR_41001020,OR_31000187,Credit Card,No
TR_41001021,OR_31007686,UPI,Yes
TR_41001022,OR_31005904,Wallet,Yes
TR_41001023,OR_31002517,COD,Yes
TR_41001024,OR_31002757,COD,No
TR_41001025,OR_31003180,Debit Card,No
TR_41001026,OR_31005575,UPI,No
TR_41001027,OR_31000202,COD,No
TR_41001028,OR_31009476,Debit Card,Yes
TR_41001029,OR_31007740,Credit Card,Yes
TR_41001030,OR_31008237,COD,No
TR_41001031,OR_31004893,Wallet,No
TR_41001032,OR_31007756,COD,No
TR_41001033,OR_31004703,Credit Card,No
TR_41001034,OR_31004354,Wallet,No
TR_41001035,OR_31007950,Wallet,No
TR_41001036,OR_31007679,COD,No
TR_41001037,OR_31002897,Wallet,Yes
TR_41001038,OR_31009513,Debit Card,No
TR_41001039,OR_31007254,Wallet,No
TR_41001040,OR_31001344,UPI,No
TR_41001041,OR_31001475,UPI,No
TR_41001042,OR_31000586,Credit Card,Yes
TR_41001043,OR_31000763,Wallet,Yes
TR_41001044,OR_31001579,Credit Card,Yes
TR_41001045,OR_31007061,COD,Yes
TR_41001046,OR_31008184,Debit Card,Yes
TR_41001047,OR_31006900,Wallet,No
TR_41001048,OR_31001571,UPI,Yes
TR_41001049,OR_31007715,Debit Card,Yes
TR_41001050,OR_31009274,Credit Card,No
TR_41001051,OR_31006378,COD,Yes
TR_41001052,OR_31005548,Wallet,Yes
TR_41001053,OR_31003438,Debit Card,No
TR_41001054,OR_31005626,Wallet,No
TR_41001055,OR_31000878,Wallet,No
TR_41001056,OR_31003938,Debit Card,No
TR_41001057,OR_31009361,UPI,Yes
TR_41001058,OR_31003908,Credit Card,No
TR_41001059,OR_31009167,Credit Card,Yes
TR_41001060,OR_31002724,Wallet,Yes
TR_41001061,OR_31007774,Credit Card,No
TR_41001062,OR_31005454,Wallet,No
TR_41001063,OR_31005866,COD,Yes
TR_41001064,OR_31009766,Wallet,No
TR_41001065,OR_31003005,Debit Card,No
TR_41001066,OR_31009612,Credit Card,No
TR_41001067,OR_31008740,COD,No
TR_41001068,OR_31008795,Wallet,Yes
TR_41001069,OR_31008607,UPI,No
TR_41001070,OR_31007526,COD,Yes
TR_41001071,OR_31007081,Wallet,No
TR_41001072,OR_31001819,UPI,Yes
TR_41001073,OR_31009581,Debit Card,No
TR_41001074,OR_31004362,Debit Card,No
TR_41001075,OR_31005466,Debit Card,Yes
TR_41001076,OR_31001664,UPI,Yes
TR_41001077,OR_31000306,Wallet,No
TR_41001078,OR_31004906,UPI,Yes
TR_41001079,OR_31006212,Wallet,No
TR_41001080,OR_31006856,COD,Yes
TR_41001081,OR_31005427,Credit Card,Yes
TR_41001082,OR_31002011,COD,Yes
TR_41001083,OR_31006029,Credit Card,Yes
TR_41001084,OR_31004304,COD,Yes
TR_41001085,OR_31008286,Wallet,No
TR_41001086,OR_31000614,COD,No
TR_41001087,OR_31000771,Wallet,Yes
TR_41001088,OR_31000781,COD,No
TR_41001089,OR_31008131,Debit Card,No
TR_41001090,OR_31001614,COD,No
TR_41001091,OR_31001365,UPI,No
TR_41001092,OR_31004185,Wallet,No
TR_41001093,OR_31009559,Debit Card,Yes
TR_41001094,OR_31007741,COD,No
TR_41001095,OR_31001410,Credit Card,Yes
TR_41001096,OR_31007338,Debit Card,Yes
TR_41001097,OR_31005841,UPI,No
TR_41001098,OR_31009924,Debit Card,Yes
TR_41001099,OR_31004805,COD,Yes
TR_41001100,OR_31002684,Debit Card,Yes
TR_41001101,OR_31000016,COD,No
TR_41001102,OR_31004645,Credit Card,Yes
TR_41001103,OR_31005044,Debit Card,No
TR_41001104,OR_31002942,COD,No
TR_41001105,OR_31005075,Wallet,Yes
TR_41001106,OR_31005191,Wallet,Yes
TR_41001107,OR_31003268,UPI,Yes
TR_41001108,OR_31000422,Credit Card,No
TR_41001109,OR_31004011,Debit Card,No
TR_41001110,OR_31006163,COD,No
TR_41001111,OR_31002957,COD,No
TR_41001112,OR_31005706,Wallet,No
TR_41001113,OR_31009959,COD,Yes
TR_41001114,OR_31009548,Wallet,Yes
TR_41001115,OR_31009479,Credit Card,No
TR_41001116,OR_31000574,Credit Card,Yes
TR_41001117,OR_31004113,Credit Card,No
TR_41001118,OR_31009187,Debit Card,Yes
TR_41001119,OR_31004477,Debit Card,No
TR_41001120,OR_31008009,UPI,Yes
TR_41001121,OR_31007809,Wallet,Yes
TR_41001122,OR_31007816,Debit Card,Yes
TR_41001123,OR_31002391,COD,Yes
TR_41001124,OR_31007611,Debit Card,Yes
TR_41001125,OR_31008396,COD,No
TR_41001126,OR_31000488,Wallet,No
TR_41001127,OR_31007535,Wallet,No
TR_41001128,OR_31009307,UPI,No
TR_41001129,OR_31007941,Debit Card,Yes
TR_41001130,OR_31008741,Wallet,Yes
TR_41001131,OR_31006354,UPI,No
TR_41001132,OR_31009836,Debit Card,No
TR_41001133,OR_31000800,COD,No
TR_41001134,OR_31000500,Credit Card,No
TR_41001135,OR_31009531,Wallet,No
TR_41001136,OR_31003561,COD,Yes
TR_41001137,OR_31003774,Debit Card,No
TR_41001138,OR_31001445,COD,No
TR_41001139,OR_31008561,UPI,Yes
TR_41001140,OR_31000242,Wallet,No
TR_41001141,OR_31002321,Debit Card,Yes
TR_41001142,OR_31001854,Debit Card,Yes
TR_41001143,OR_31004505,Debit Card,No
TR_41001144,OR_31008282,Debit Card,No
TR_41001145,OR_31002560,COD,No
TR_41001146,OR_31003801,UPI,No
TR_41001147,OR_31002901,Debit Card,No
TR_41001148,OR_31005534,UPI,No
TR_41001149,OR_31008455,COD,Yes
TR_41001150,OR_31008212,COD,Yes
TR_41001151,OR_31000822,Credit Card,No
TR_41001152,OR_31005531,UPI,No
TR_41001153,OR_31000936,Wallet,No
TR_41001154,OR_31008677,Wallet,Yes
TR_41001155,OR_31008014,Credit Card,No
TR_41001156,OR_31008994,COD,Yes
TR_41001157,OR_31000101,UPI,No
TR_41001158,OR_31009125,UPI,Yes
TR_41001159,OR_31003791,COD,No
TR_41001160,OR_31003098,UPI,Yes
TR_41001161,OR_31001602,Credit Card,Yes
TR_41001162,OR_31007094,Debit Card,Yes
TR_41001163,OR_31000621,Debit Card,No
TR_41001164,OR_31003406,Credit Card,No
TR_41001165,OR_31004103,COD,Yes
TR_41001166,OR_31003279,Wallet,No
TR_41001167,OR_31005872,Debit Card,No
TR_41001168,OR_31000646,COD,Yes
TR_41001169,OR_31003252,Debit Card,No
TR_41001170,OR_31006467,Wallet,No
TR_41001171,OR_31008017,Credit Card,No
TR_41001172,OR_31008874,UPI,Yes
TR_41001173,OR_31003297,COD,Yes
TR_41001174,OR_31004245,Credit Card,Yes
TR_41001175,OR_31009107,Credit Card,No
TR_41001176,OR_31001616,UPI,No
TR_41001177,OR_31002234,Wallet,No
TR_41001178,OR_31008357,Credit Card,Yes
TR_41001179,OR_31003915,Wallet,Yes
TR_41001180,OR_31003605,Credit Card,No
TR_41001181,OR_31006433,Debit Card,Yes
TR_41001182,OR_31006587,Debit Card,No
TR_41001183,OR_31002927,Credit Card,No
TR_41001184,OR_31005147,COD,No
TR_41001185,OR_31002697,COD,Yes
TR_41001186,OR_31007003,Credit Card,No
TR_41001187,OR_31008055,COD,No
TR_41001188,OR_31007614,COD,Yes
TR_41001189,OR_31006455,Wallet,Yes
TR_41001190,OR_31002340,Wallet,Yes
TR_41001191,OR_31006284,COD,Yes
TR_41001192,OR_31009089,Wallet,Yes
TR_41001193,OR_31005000,Wallet,No
TR_41001194,OR_31003747,COD,Yes
TR_41001195,OR_31006316,UPI,Yes
TR_41001196,OR_31009194,UPI,No
TR_41001197,OR_31000080,Credit Card,No
TR_41001198,OR_31002422,Credit Card,No
TR_41001199,OR_31005112,Wallet,Yes
TR_41001200,OR_31008435,Credit Card,No
TR_41001201,OR_31005258,UPI,Yes
TR_41001202,OR_31004834,UPI,Yes
TR_41001203,OR_31002180,Wallet,No
TR_41001204,OR_31006197,Wallet,No
TR_41001205,OR_31008170,COD,Yes
TR_41001206,OR_31001474,Wallet,Yes
TR_41001207,OR_31009301,COD,Yes
TR_41001208,OR_31001417,COD,Yes
TR_41001209,OR_31001818,Debit Card,No
TR_41001210,OR_31001273,Credit Card,No
TR_41001211,OR_31001722,Debit Card,Yes
TR_41001212,OR_31002914,UPI,No
TR_41001213,OR_31006888,Wallet,Yes
TR_41001214,OR_31005225,Credit Card,No
TR_41001215,OR_31006858,Credit Card,No
TR_41001216,OR_31004366,Credit Card,No
TR_41001217,OR_31000270,Wallet,Yes
TR_41001218,OR_31006758,Credit Card,Yes
TR_41001219,OR_31000798,Debit Card,Yes
TR_41001220,OR_31006696,Wallet,Yes
TR_41001221,OR_31002102,Wallet,Yes
TR_41001222,OR_31001197,Debit Card,No
TR_41001223,OR_31004003,UPI,No
TR_41001224,OR_31008697,Debit Card,No
TR_41001225,OR_31004949,COD,No
TR_41001226,OR_31005119,Debit Card,No
TR_41001227,OR_31006127,UPI,No
TR_41001228,OR_31000153,Credit Card,No
TR_41001229,OR_31009862,UPI,Yes
TR_41001230,OR_31003313,Credit Card,Yes
TR_41001231,OR_31008612,COD,No
TR_41001232,OR_31009463,UPI,No
TR_41001233,OR_31002151,Debit Card,Yes
TR_41001234,OR_31002906,Credit Card,Yes
TR_41001235,OR_31008218,COD,No
TR_41001236,OR_31008579,UPI,Yes
TR_41001237,OR_31000423,UPI,Yes
TR_41001238,OR_31006960,Debit Card,No
TR_41001239,OR_31004845,UPI,Yes
TR_41001240,OR_31001701,Credit Card,No
TR_41001241,OR_31001107,COD,No
TR_41001242,OR_31001313,Credit Card,Yes
TR_41001243,OR_31002201,Debit Card,No
TR_41001244,OR_31001052,UPI,No
TR_41001245,OR_31007367,UPI,No
TR_41001246,OR_31001242,Wallet,No
