Order_ID,Customer_ID,Product_ID,Order_Date,Order_Time,Quantity,Coupon,Coupon_Discount,DP_ID
OR_31000269,CS_11008806,PD_21004496,2024-11-04,13:01:25,7,FESTIVE20,15,DV_61000004
OR_31000270,CS_11007535,PD_21001932,2025-01-11,18:51:20,9,FESTIVE20,10,DV_61000004
OR_31000271,CS_11002510,PD_21005630,2024-04-18,9:22:11,5,RALLY20,10,DV_61000001
OR_31000272,CS_11001808,PD_21001550,2024-09-11,23:52:04,5,No Coupons,0,DV_61000002
OR_31000273,CS_11008287,PD_21001813,2024-04-01,6:43:38,10,No Coupons,0,DV_61000002
OR_31000274,CS_11002129,PD_21001336,2024-04-26,12:51:53,5,FESTIVE20,20,DV_61000003
OR_31000275,CS_11005535,PD_21008075,2025-02-21,13:17:27,9,No Coupons,0,DV_61000005
OR_31000276,CS_11007877,PD_21007354,2024-03-17,12:49:03,7,No Coupons,0,DV_61000003
OR_31000277,CS_11000658,PD_21004808,2024-11-01,7:13:19,2,WELCOME10,15,DV_61000001
OR_31000278,CS_11004961,PD_21003971,2024-04-09,19:57:46,7,No Coupons,0,DV_61000001
OR_31000279,CS_11007982,PD_21000679,2024-07-24,23:08:21,3,RALLY20,10,DV_61000001
OR_31000280,CS_11006912,PD_21008414,2025-02-11,8:50:51,1,No Coupons,0,DV_61000005
OR_31000281,CS_11009057,PD_21007232,2024-06-07,6:12:16,10,SUMMER15,10,DV_61000004
OR_31000282,CS_11003985,PD_21002516,2024-09-20,3:03:41,6,WELCOME10,20,DV_61000005
OR_31000283,CS_11000864,PD_21006766,2024-10-27,13:29:40,1,RALLY20,10,DV_61000003
OR_31000284,CS_11002653,PD_21006217,2024-11-01,14:10:05,7,No Coupons,0,DV_61000004
OR_31000285,CS_11001237,PD_21002897,2024-09-12,10:08:05,3,SUMMER15,10,DV_61000004
OR_31000286,CS_11009963,PD_21003388,2025-03-03,4:35:56,9,WELCOME10,15,DV_61000003
OR_31000287,CS_11007593,PD_21003259,2024-07-31,5:58:43,10,RALLY20,15,DV_61000004
OR_31000288,CS_11003483,PD_21007448,2024-07-30,7:16:58,4,No Coupons,0,DV_61000002
OR_31000289,CS_11006326,PD_21009915,2025-01-28,11:23:28,1,RALLY20,20,DV_61000003
OR_31000290,CS_11001055,PD_21003825,2024-11-17,1:10:09,6,FESTIVE20,20,DV_61000003
OR_31000291,CS_11001928,PD_21008751,2024-08-19,9:27:09,3,FESTIVE20,10,DV_61000002
OR_31000292,CS_11000014,PD_21000907,2024-11-09,0:12:02,10,FESTIVE20,20,DV_61000005
OR_31000293,CS_11003040,PD_21000525,2024-05-24,17:03:05,8,FESTIVE20,20,DV_61000005
OR_31000294,CS_11006587,PD_21002207,2024-12-17,14:50:55,5,RALLY20,10,DV_61000005
OR_31000295,CS_11005767,PD_21007359,2024-11-30,8:38:23,6,RALLY20,10,DV_61000004
OR_31000296,CS_11008140,PD_21005652,2024-08-21,2:51:20,10,SUMMER15,20,DV_61000002
OR_31000297,CS_11006596,PD_21009132,2024-07-25,9:26:06,8,WELCOME10,20,DV_61000003
OR_31000298,CS_11008608,PD_21009393,2024-10-05,23:18:25,5,No Coupons,0,DV_61000003
OR_31000299,CS_11009142,PD_21000842,2024-09-30,4:08:14,10,No Coupons,0,DV_61000003
OR_31000300,CS_11001037,PD_21003498,2024-07-15,21:45:41,8,SUMMER15,10,DV_61000004
OR_31000301,CS_11002992,PD_21003391,2025-01-10,2:10:13,2,RALLY20,20,DV_61000004
OR_31000302,CS_11006339,PD_21002896,2024-05-21,17:40:51,6,No Coupons,0,DV_61000005
OR_31000303,CS_11009968,PD_21004388,2024-08-08,16:13:30,3,SUMMER15,15,DV_61000004
OR_31000304,CS_11008301,PD_21000669,2024-10-28,15:17:37,5,WELCOME10,10,DV_61000005
OR_31000305,CS_11004860,PD_21007071,2024-09-06,1:13:39,10,WELCOME10,10,DV_61000005
OR_31000306,CS_11003399,PD_21006614,2024-06-21,9:57:17,2,WELCOME10,20,DV_61000003
OR_31000307,CS_11008082,PD_21001100,2025-02-28,15:34:13,4,SUMMER15,15,DV_61000004
OR_31000308,CS_11003705,PD_21004195,2025-01-17,10:54:33,8,SUMMER15,15,DV_61000005
OR_31000309,CS_11001264,PD_21000484,2024-11-01,13:56:38,1,No Coupons,0,DV_61000002
OR_31000310,CS_11003314,PD_21002629,2025-02-25,7:20:51,10,No Coupons,0,DV_61000002
OR_31000311,CS_11008302,PD_21009789,2024-07-29,8:17:22,1,No Coupons,0,DV_61000004
OR_31000312,CS_11007709,PD_21001264,2024-08-20,9:39:10,4,FESTIVE20,10,DV_61000003
OR_31000313,CS_11004929,PD_21000719,2024-08-10,8:30:04,3,WELCOME10,10,DV_61000003
OR_31000314,CS_11005481,PD_21007358,2024-05-07,19:46:31,6,SUMMER15,10,DV_61000005
OR_31000315,CS_11008557,PD_21008515,2024-03-10,23:25:12,4,WELCOME10,15,DV_61000004
OR_31000316,CS_11008634,PD_21008964,2024-03-13,18:18:42,7,RALLY20,10,DV_61000002
OR_31000317,CS_11005357,PD_21003665,2024-03-21,22:48:17,8,No Coupons,0,DV_61000005
OR_31000318,CS_11005653,PD_21008843,2025-03-03,23:51:01,5,FESTIVE20,15,DV_61000005
OR_31000319,CS_11003515,PD_21004122,2024-05-09,23:46:43,6,FESTIVE20,10,DV_61000001
OR_31000320,CS_11002283,PD_21003377,2024-08-06,21:16:27,8,SUMMER15,20,DV_61000004
OR_31000321,CS_11008908,PD_21003575,2024-11-05,22:18:47,2,WELCOME10,20,DV_61000005
OR_31000322,CS_11001090,PD_21001458,2024-06-23,8:53:01,10,RALLY20,15,DV_61000002
OR_31000323,CS_11007454,PD_21000684,2024-07-06,4:33:33,2,No Coupons,0,DV_61000001
OR_31000324,CS_11007694,PD_21002298,2024-11-01,22:54:19,7,No Coupons,0,DV_61000002
OR_31000325,CS_11000435,PD_21007535,2024-09-09,12:14:07,6,FESTIVE20,10,DV_61000003
OR_31000326,CS_11003020,PD_21000571,2024-08-27,19:15:13,5,RALLY20,15,DV_61000001
OR_31000327,CS_11000575,PD_21004145,2024-03-26,7:20:13,1,SUMMER15,15,DV_61000001
OR_31000328,CS_11007689,PD_21001030,2024-10-23,19:12:13,2,FESTIVE20,20,DV_61000005
OR_31000329,CS_11007182,PD_21000290,2024-05-19,16:44:42,5,WELCOME10,20,DV_61000003
OR_31000330,CS_11000123,PD_21009340,2024-10-10,3:59:46,4,FESTIVE20,15,DV_61000005
OR_31000331,CS_11005705,PD_21007411,2025-03-05,10:05:09,8,No Coupons,0,DV_61000004
OR_31000332,CS_11004316,PD_21009377,2024-12-09,19:48:55,2,No Coupons,0,DV_61000002
OR_31000333,CS_11002483,PD_21001466,2025-01-12,23:17:57,6,FESTIVE20,15,DV_61000002
OR_31000334,CS_11002162,PD_21009492,2024-05-11,17:13:59,6,No Coupons,0,DV_61000005
OR_31000335,CS_11000405,PD_21008332,2024-09-19,5:54:55,3,RALLY20,15,DV_61000002
OR_31000336,CS_11009899,PD_21005007,2024-07-15,9:53:24,10,No Coupons,0,DV_61000002
OR_31000337,CS_11003844,PD_21009549,2024-07-22,23:24:10,5,WELCOME10,10,DV_61000004
OR_31000338,CS_11008217,PD_21003149,2024-09-06,13:29:12,8,SUMMER15,20,DV_61000003
OR_31000339,CS_11007246,PD_21003727,2024-04-18,20:02:49,5,WELCOME10,15,DV_61000001
OR_31000340,CS_11000582,PD_21003311,2024-07-31,19:38:43,3,SUMMER15,15,DV_61000005
OR_31000341,CS_11000481,PD_21003499,2024-03-11,4:26:10,8,RALLY20,15,DV_61000005
OR_31000342,CS_11007059,PD_21006492,2024-07-06,14:12:53,6,FESTIVE20,15,DV_61000004
OR_31000343,CS_11000535,PD_21000302,2024-06-21,8:02:37,9,SUMMER15,20,DV_61000004
OR_31000344,CS_11002161,PD_21008755,2025-02-04,20:59:14,6,RALLY20,10,DV_61000001
OR_31000345,CS_11007064,PD_21004938,2024-12-25,1:25:27,10,SUMMER15,20,DV_61000003
OR_31000346,CS_11005550,PD_21007454,2024-09-29,21:59:54,4,RALLY20,15,DV_61000005
OR_31000347,CS_11002164,PD_21002619,2024-03-24,6:23:22,6,FESTIVE20,20,DV_61000004
OR_31000348,CS_11007869,PD_21006071,2024-11-07,8:56:16,5,SUMMER15,15,DV_61000005
OR_31000349,CS_11002107,PD_21001315,2024-04-17,22:05:15,6,SUMMER15,15,DV_61000002
OR_31000350,CS_11009386,PD_21003817,2024-04-03,6:36:43,8,SUMMER15,15,DV_61000005
OR_31000351,CS_11004596,PD_21000621,2024-12-10,22:28:50,10,FESTIVE20,10,DV_61000003
OR_31000352,CS_11007474,PD_21008390,2024-12-15,0:40:11,1,FESTIVE20,20,DV_61000003
OR_31000353,CS_11009171,PD_21000200,2024-08-08,19:58:32,3,FESTIVE20,10,DV_61000005
OR_31000354,CS_11002418,PD_21005038,2024-10-27,14:16:39,9,No Coupons,0,DV_61000002
OR_31000355,CS_11009181,PD_21001325,2024-03-07,9:07:13,6,SUMMER15,10,DV_61000003
OR_31000356,CS_11008420,PD_21001399,2024-09-25,16:43:57,1,WELCOME10,10,DV_61000004
OR_31000357,CS_11000467,PD_21006245,2024-07-25,5:17:35,5,No Coupons,0,DV_61000005
OR_31000358,CS_11008512,PD_21003616,2024-09-24,5:31:51,9,FESTIVE20,15,DV_61000002
OR_31000359,CS_11005690,PD_21002932,2024-05-14,6:17:01,5,No Coupons,0,DV_61000004
OR_31000360,CS_11008586,PD_21008892,2025-02-21,2:22:34,4,No Coupons,0,DV_61000005
OR_31000361,CS_11009880,PD_21004603,2024-03-12,16:27:39,5,RALLY20,15,DV_61000002
OR_31000362,CS_11000855,PD_21005677,2024-12-01,18:38:02,3,No Coupons,0,DV_61000004
OR_31000363,CS_11008322,PD_21001290,2024-07-04,21:25:34,5,WELCOME10,10,DV_61000003
OR_31000364,CS_11004530,PD_21004622,2024-11-08,1:51:21,10,No Coupons,0,DV_61000005
OR_31000365,CS_11000444,PD_21002558,2024-05-24,0:54:27,7,RALLY20,10,DV_61000005
OR_31000366,CS_11002227,PD_21002388,2024-11-20,1:31:35,7,FESTIVE20,15,DV_61000003
OR_31000367,CS_11004846,PD_21007879,2024-08-07,20:42:12,2,WELCOME10,10,DV_61000001
OR_31000368,CS_11009188,PD_21007594,2024-03-31,8:55:11,8,WELCOME10,10,DV_61000004
OR_31000369,CS_11002503,PD_21005574,2024-11-05,20:11:39,6,WELCOME10,20,DV_61000003
OR_31000370,CS_11007805,PD_21003721,2024-09-22,1:41:08,2,WELCOME10,20,DV_61000005
OR_31000371,CS_11005296,PD_21008236,2024-10-21,16:49:19,10,WELCOME10,10,DV_61000004
OR_31000372,CS_11006092,PD_21005303,2024-12-03,7:52:12,6,SUMMER15,10,DV_61000004
OR_31000373,CS_11003778,PD_21006812,2025-02-25,1:00:22,4,WELCOME10,10,DV_61000001
OR_31000374,CS_11000533,PD_21006308,2024-06-01,20:10:13,8,RALLY20,20,DV_61000005
OR_31000375,CS_11007914,PD_21009116,2025-01-04,0:02:01,5,FESTIVE20,15,DV_61000002
OR_31000376,CS_11003847,PD_21000149,2024-06-28,8:42:37,5,RALLY20,20,DV_61000001
OR_31000377,CS_11008649,PD_21005362,2024-12-04,7:45:15,10,FESTIVE20,15,DV_61000001
OR_31000378,CS_11008782,PD_21007862,2024-10-03,23:44:42,3,No Coupons,0,DV_61000002
OR_31000379,CS_11002768,PD_21006304,2024-09-09,11:29:16,4,WELCOME10,20,DV_61000002
OR_31000380,CS_11002275,PD_21009075,2024-12-21,4:01:10,5,SUMMER15,10,DV_61000001
OR_31000381,CS_11001434,PD_21001361,2025-02-10,5:20:00,6,RALLY20,20,DV_61000004
OR_31000382,CS_11008288,PD_21000409,2025-02-11,14:44:44,7,RALLY20,20,DV_61000003
OR_31000383,CS_11001643,PD_21006089,2024-06-28,20:24:10,8,RALLY20,20,DV_61000003
OR_31000384,CS_11008167,PD_21002991,2024-08-30,20:55:41,6,WELCOME10,10,DV_61000001
OR_31000385,CS_11009955,PD_21005727,2025-02-20,11:43:36,3,FESTIVE20,10,DV_61000004
OR_31000386,CS_11008801,PD_21002747,2024-11-19,3:52:12,5,No Coupons,0,DV_61000002
OR_31000387,CS_11004242,PD_21005189,2024-11-24,19:33:40,7,FESTIVE20,15,DV_61000001
OR_31000388,CS_11006562,PD_21004145,2024-05-21,4:28:58,10,WELCOME10,20,DV_61000005
OR_31000389,CS_11009439,PD_21006530,2024-08-13,14:31:51,3,No Coupons,0,DV_61000004
OR_31000390,CS_11001512,PD_21005502,2024-03-09,4:11:19,5,WELCOME10,10,DV_61000005
OR_31000391,CS_11007116,PD_21003683,2024-09-29,22:02:20,3,RALLY20,15,DV_61000005
OR_31000392,CS_11000787,PD_21001494,2024-10-06,11:59:39,4,RALLY20,20,DV_61000001
OR_31000393,CS_11003101,PD_21003499,2024-04-26,1:43:33,6,WELCOME10,20,DV_61000004
OR_31000394,CS_11007018,PD_21007306,2024-12-07,1:55:53,1,No Coupons,0,DV_61000005
OR_31000395,CS_11006238,PD_21003744,2024-05-16,7:32:02,9,FESTIVE20,15,DV_61000004
OR_31000396,CS_11002117,PD_21008702,2025-01-03,13:51:57,5,FESTIVE20,20,DV_61000003
OR_31000397,CS_11005721,PD_21005705,2024-06-12,21:59:20,3,No Coupons,0,DV_61000005
OR_31000398,CS_11004019,PD_21009119,2024-08-02,16:18:10,8,SUMMER15,10,DV_61000005
OR_31000399,CS_11005247,PD_21007325,2024-12-22,10:24:29,6,RALLY20,15,DV_61000004
OR_31000400,CS_11007588,PD_21006035,2024-12-28,6:04:21,2,WELCOME10,15,DV_61000003
OR_31000401,CS_11008530,PD_21008589,2024-12-20,20:19:43,1,No Coupons,0,DV_61000005
OR_31000402,CS_11003227,PD_21004163,2024-10-26,22:52:25,7,No Coupons,0,DV_61000001
OR_31000403,CS_11000241,PD_21007096,2024-03-17,16:58:35,3,RALLY20,15,DV_61000004
OR_31000404,CS_11008527,PD_21001251,2024-11-12,14:05:54,5,FESTIVE20,20,DV_61000004
OR_31000405,CS_11004692,PD_21002876,2024-09-19,11:10:56,5,FESTIVE20,15,DV_61000005
OR_31000406,CS_11002286,PD_21003073,2024-05-09,6:03:21,10,No Coupons,0,DV_61000003
OR_31000407,CS_11003381,PD_21004584,2024-11-23,14:26:58,1,WELCOME10,15,DV_61000005
OR_31000408,CS_11005670,PD_21006172,2025-01-18,21:38:33,4,No Coupons,0,DV_61000002
OR_31000409,CS_11005233,PD_21002554,2024-06-18,2:35:20,1,No Coupons,0,DV_61000005
OR_31000410,CS_11001436,PD_21004804,2025-02-22,2:04:35,5,RALLY20,15,DV_61000002
OR_31000411,CS_11000600,PD_21000863,2024-07-01,6:28:29,8,SUMMER15,15,DV_61000001
OR_31000412,CS_11000908,PD_21003258,2024-12-05,17:12:53,5,RALLY20,15,DV_61000004
OR_31000413,CS_11000639,PD_21004184,2024-07-21,23:30:52,8,WELCOME10,15,DV_61000004
OR_31000414,CS_11002242,PD_21004313,2024-05-05,7:20:12,9,WELCOME10,15,DV_61000003
OR_31000415,CS_11005880,PD_21002198,2024-07-23,1:21:03,3,WELCOME10,10,DV_61000005
OR_31000416,CS_11008095,PD_21007150,2024-06-04,18:34:54,2,WELCOME10,20,DV_61000001
OR_31000417,CS_11009366,PD_21003669,2024-12-22,21:41:17,10,WELCOME10,15,DV_61000002
OR_31000418,CS_11009817,PD_21002124,2024-05-31,12:54:08,8,WELCOME10,10,DV_61000003
OR_31000419,CS_11000184,PD_21003929,2024-04-08,15:23:17,8,RALLY20,10,DV_61000001
OR_31000420,CS_11009142,PD_21004597,2024-03-08,11:19:04,4,SUMMER15,15,DV_61000001
OR_31000421,CS_11004941,PD_21001091,2024-05-09,17:30:54,7,SUMMER15,15,DV_61000002
OR_31000422,CS_11007789,PD_21004339,2025-01-14,9:51:45,6,RALLY20,15,DV_61000002
OR_31000423,CS_11001822,PD_21007402,2025-01-19,8:38:15,5,No Coupons,0,DV_61000004
OR_31000424,CS_11007589,PD_21009137,2024-12-17,2:32:10,4,FESTIVE20,20,DV_61000005
OR_31000425,CS_11003287,PD_21007853,2025-02-08,4:16:35,1,FESTIVE20,10,DV_61000003
OR_31000426,CS_11007798,PD_21009328,2024-07-04,16:05:59,7,SUMMER15,15,DV_61000005
OR_31000427,CS_11006803,PD_21006661,2024-07-17,18:05:02,4,RALLY20,20,DV_61000003
OR_31000428,CS_11007119,PD_21007204,2024-11-29,9:41:14,8,RALLY20,20,DV_61000001
OR_31000429,CS_11008487,PD_21003450,2024-07-11,3:02:52,5,RALLY20,15,DV_61000002
OR_31000430,CS_11003862,PD_21005772,2024-07-19,0:02:32,2,No Coupons,0,DV_61000002
OR_31000431,CS_11007911,PD_21001577,2024-12-10,16:07:23,6,No Coupons,0,DV_61000001
OR_31000432,CS_11009446,PD_21000334,2024-09-02,13:14:03,3,FESTIVE20,10,DV_61000001
OR_31000433,CS_11000750,PD_21004876,2024-07-28,15:37:28,5,FESTIVE20,20,DV_61000003
OR_31000434,CS_11007984,PD_21001921,2024-11-08,8:13:37,3,WELCOME10,10,DV_61000001
OR_31000435,CS_11003874,PD_21007752,2024-04-30,8:23:39,4,RALLY20,20,DV_61000003
OR_31000436,CS_11002434,PD_21003942,2024-11-14,17:39:45,2,No Coupons,0,DV_61000005
OR_31000437,CS_11003184,PD_21008353,2024-06-26,8:15:40,1,SUMMER15,10,DV_61000002
OR_31000438,CS_11005392,PD_21000870,2024-03-06,1:44:23,2,WELCOME10,10,DV_61000002
OR_31000439,CS_11007938,PD_21009670,2025-01-26,14:35:15,7,FESTIVE20,15,DV_61000002
OR_31000440,CS_11008122,PD_21000042,2024-11-25,22:28:17,7,FESTIVE20,15,DV_61000005
OR_31000441,CS_11001558,PD_21006315,2024-09-24,11:30:08,7,WELCOME10,20,DV_61000005
OR_31000442,CS_11009411,PD_21004894,2024-12-14,21:12:12,9,WELCOME10,15,DV_61000004
OR_31000443,CS_11006275,PD_21001389,2024-03-29,21:32:08,7,WELCOME10,10,DV_61000003
OR_31000444,CS_11002396,PD_21007717,2024-05-23,6:42:14,10,No Coupons,0,DV_61000003
OR_31000445,CS_11009629,PD_21000122,2024-03-16,4:51:47,4,No Coupons,0,DV_61000004
OR_31000446,CS_11006870,PD_21003819,2024-08-25,0:25:47,2,WELCOME10,15,DV_61000002
OR_31000447,CS_11005817,PD_21006221,2024-07-19,10:10:56,9,WELCOME10,10,DV_61000003
OR_31000448,CS_11001850,PD_21001307,2024-11-13,8:14:27,9,FESTIVE20,15,DV_61000003
OR_31000449,CS_11005535,PD_21002169,2024-03-29,11:04:27,2,WELCOME10,15,DV_61000002
OR_31000450,CS_11009489,PD_21007734,2024-09-01,11:13:45,3,FESTIVE20,10,DV_61000001
OR_31000451,CS_11004642,PD_21009422,2025-01-17,17:50:24,10,No Coupons,0,DV_61000001
OR_31000452,CS_11006920,PD_21009838,2024-09-14,21:47:13,6,SUMMER15,20,DV_61000004
OR_31000453,CS_11008806,PD_21006213,2024-07-06,15:25:49,8,FESTIVE20,10,DV_61000005
OR_31000454,CS_11005441,PD_21007726,2024-05-13,8:02:30,4,WELCOME10,10,DV_61000003
OR_31000455,CS_11004313,PD_21007349,2024-03-19,9:01:12,2,No Coupons,0,DV_61000003
OR_31000456,CS_11008704,PD_21004580,2024-11-13,7:11:07,3,SUMMER15,10,DV_61000004
OR_31000457,CS_11009523,PD_21001381,2024-12-31,12:21:59,4,FESTIVE20,15,DV_61000004
OR_31000458,CS_11004634,PD_21003199,2024-12-30,18:32:30,5,SUMMER15,15,DV_61000003
OR_31000459,CS_11001687,PD_21009117,2025-03-03,6:33:01,5,No Coupons,0,DV_61000002
OR_31000460,CS_11005660,PD_21006908,2024-08-13,23:03:20,5,No Coupons,0,DV_61000002
OR_31000461,CS_11000119,PD_21009249,2024-09-02,14:01:02,10,FESTIVE20,20,DV_61000005
OR_31000462,CS_11003511,PD_21009533,2024-03-24,22:01:11,7,FESTIVE20,10,DV_61000003
OR_31000463,CS_11003648,PD_21003101,2024-03-10,20:37:04,10,WELCOME10,20,DV_61000003
OR_31000464,CS_11004013,PD_21008162,2024-10-29,10:58:02,9,RALLY20,10,DV_61000003
OR_31000465,CS_11007935,PD_21006621,2024-05-06,16:59:56,2,RALLY20,20,DV_61000003
OR_31000466,CS_11009164,PD_21003425,2024-07-10,14:42:07,1,WELCOME10,15,DV_61000004
OR_31000467,CS_11000905,PD_21009841,2025-02-02,22:19:03,1,WELCOME10,20,DV_61000001
OR_31000468,CS_11001368,PD_21002241,2024-10-19,1:26:39,4,WELCOME10,10,DV_61000003
OR_31000469,CS_11006680,PD_21008673,2024-10-02,20:03:06,5,SUMMER15,10,DV_61000001
OR_31000470,CS_11000797,PD_21004093,2024-11-17,23:41:43,6,No Coupons,0,DV_61000002
OR_31000471,CS_11008458,PD_21000836,2025-02-04,15:41:17,6,SUMMER15,10,DV_61000005
OR_31000472,CS_11004450,PD_21005808,2025-02-15,19:07:06,9,FESTIVE20,10,DV_61000002
OR_31000473,CS_11008415,PD_21006249,2024-03-28,10:12:50,5,RALLY20,15,DV_61000003
OR_31000474,CS_11003906,PD_21003685,2024-04-15,6:25:52,4,WELCOME10,15,DV_61000002
OR_31000475,CS_11000336,PD_21002777,2024-10-11,15:57:14,7,RALLY20,10,DV_61000004
OR_31000476,CS_11009838,PD_21000152,2024-12-27,1:59:07,8,No Coupons,0,DV_61000001
OR_31000477,CS_11001087,PD_21005980,2024-07-15,19:44:07,5,FESTIVE20,10,DV_61000003
OR_31000478,CS_11004157,PD_21007903,2024-12-28,5:58:44,3,RALLY20,10,DV_61000004
OR_31000479,CS_11003180,PD_21003178,2024-10-02,21:15:10,2,FESTIVE20,20,DV_61000001
OR_31000480,CS_11002284,PD_21002971,2024-11-29,7:32:25,9,RALLY20,15,DV_61000004
OR_31000481,CS_11007492,PD_21000562,2024-06-08,14:07:15,4,RALLY20,20,DV_61000002
OR_31000482,CS_11002203,PD_21001611,2024-10-29,9:11:02,8,WELCOME10,15,DV_61000003
OR_31000483,CS_11001606,PD_21005336,2024-12-23,23:19:32,4,SUMMER15,20,DV_61000002
OR_31000484,CS_11002628,PD_21000039,2024-04-21,18:19:00,6,FESTIVE20,10,DV_61000005
OR_31000485,CS_11000082,PD_21007535,2024-03-17,1:34:00,9,No Coupons,0,DV_61000003
OR_31000486,CS_11002861,PD_21009150,2024-06-08,6:10:23,6,RALLY20,15,DV_61000002
OR_31000487,CS_11004286,PD_21005738,2024-12-11,22:36:53,2,No Coupons,0,DV_61000003
OR_31000488,CS_11005981,PD_21000157,2024-11-10,9:02:58,4,No Coupons,0,DV_61000001
OR_31000489,CS_11000574,PD_21001325,2024-05-16,21:10:07,4,WELCOME10,15,DV_61000003
OR_31000490,CS_11001651,PD_21008399,2024-06-29,9:02:11,4,RALLY20,10,DV_61000003
OR_31000491,CS_11003016,PD_21002414,2024-08-23,3:59:09,6,FESTIVE20,15,DV_61000001
OR_31000492,CS_11001035,PD_21004526,2024-05-28,6:03:55,2,WELCOME10,20,DV_61000002
OR_31000493,CS_11008679,PD_21006097,2024-07-14,1:11:59,4,FESTIVE20,10,DV_61000003
OR_31000494,CS_11008775,PD_21003273,2024-06-17,6:07:24,10,WELCOME10,20,DV_61000004
OR_31000495,CS_11001433,PD_21007302,2024-12-01,12:58:54,9,WELCOME10,15,DV_61000003
OR_31000496,CS_11000230,PD_21006633,2024-09-25,19:02:34,5,WELCOME10,20,DV_61000002
OR_31000497,CS_11005947,PD_21007016,2025-01-26,5:53:32,3,RALLY20,10,DV_61000001
OR_31000498,CS_11003762,PD_21004319,2024-12-07,7:32:18,1,No Coupons,0,DV_61000002
OR_31000499,CS_11006560,PD_21005485,2024-07-30,4:41:20,1,RALLY20,10,DV_61000005
OR_31000500,CS_11006692,PD_21008042,2024-06-05,9:26:22,9,WELCOME10,20,DV_61000003
OR_31000501,CS_11002887,PD_21000137,2024-05-22,12:04:14,1,WELCOME10,15,DV_61000003
OR_31000502,CS_11003524,PD_21000416,2024-06-01,5:37:46,9,WELCOME10,20,DV_61000001
OR_31000503,CS_11007018,PD_21003538,2024-04-17,2:01:00,2,SUMMER15,10,DV_61000003
OR_31000504,CS_11000177,PD_21000484,2024-03-31,13:55:27,7,No Coupons,0,DV_61000004
OR_31000505,CS_11005201,PD_21009531,2024-07-05,18:29:39,3,FESTIVE20,20,DV_61000004
OR_31000506,CS_11001659,PD_21000431,2024-06-19,19:48:29,9,WELCOME10,15,DV_61000002
OR_31000507,CS_11006942,PD_21007620,2024-04-05,6:12:12,9,SUMMER15,20,DV_61000001
OR_31000508,CS_11000346,PD_21001029,2024-09-29,13:59:45,5,SUMMER15,20,DV_61000005
OR_31000509,CS_11005695,PD_21001834,2024-09-19,22:54:54,10,WELCOME10,15,DV_61000002
OR_31000510,CS_11006512,PD_21003720,2024-05-22,18:40:26,8,FESTIVE20,15,DV_61000001
OR_31000511,CS_11001457,PD_21007815,2024-06-17,22:08:34,2,WELCOME10,15,DV_61000001
OR_31000512,CS_11007159,PD_21002822,2024-12-31,17:10:39,5,SUMMER15,20,DV_61000002
OR_31000513,CS_11008953,PD_21003795,2024-05-18,18:32:04,8,RALLY20,15,DV_61000002
OR_31000514,CS_11004545,PD_21007767,2025-01-01,8:11:16,2,No Coupons,0,DV_61000003
OR_31000515,CS_11008125,PD_21001803,2024-09-17,5:40:54,5,SUMMER15,15,DV_61000005
OR_31000516,CS_11001019,PD_21001123,2024-07-30,21:47:12,1,WELCOME10,10,DV_61000004
OR_31000517,CS_11007074,PD_21005026,2024-03-18,14:44:59,9,No Coupons,0,DV_61000003
OR_31000518,CS_11006154,PD_21009514,2024-10-19,8:38:39,6,RALLY20,10,DV_61000001
OR_31000519,CS_11000640,PD_21001516,2025-01-09,14:38:22,2,No Coupons,0,DV_61000005
OR_31000520,CS_11009491,PD_21000047,2024-10-16,23:52:58,1,No Coupons,0,DV_61000005
OR_31000521,CS_11009150,PD_21007343,2024-05-24,2:51:46,4,No Coupons,0,DV_61000002
OR_31000522,CS_11002991,PD_21001253,2024-03-31,1:06:50,2,FESTIVE20,10,DV_61000005
OR_31000523,CS_11007594,PD_21009999,2025-02-16,14:01:10,4,No Coupons,0,DV_61000005
OR_31000524,CS_11009251,PD_21000242,2024-05-13,18:30:44,10,FESTIVE20,10,DV_61000001
OR_31000525,CS_11002359,PD_21001835,2025-02-21,21:59:09,3,FESTIVE20,20,DV_61000003
OR_31000526,CS_11008461,PD_21004691,2024-08-24,2:33:57,3,FESTIVE20,20,DV_61000005
OR_31000527,CS_11004988,PD_21001483,2025-01-30,15:28:22,4,No Coupons,0,DV_61000002
OR_31000528,CS_11003091,PD_21004612,2025-01-01,1:56:48,3,SUMMER15,20,DV_61000003
OR_31000529,CS_11008306,PD_21009087,2024-09-01,20:06:33,8,No Coupons,0,DV_61000002
OR_31000530,CS_11006766,PD_21007471,2024-10-01,21:22:38,8,RALLY20,20,DV_61000005
OR_31000531,CS_11007514,PD_21001740,2024-12-14,1:13:55,10,SUMMER15,10,DV_61000003
OR_31000532,CS_11009374,PD_21000178,2025-01-11,19:37:34,9,WELCOME10,10,DV_61000005
OR_31000533,CS_11009543,PD_21004850,2024-10-23,19:33:55,7,No Coupons,0,DV_61000001
OR_31000534,CS_11008179,PD_21007982,2025-02-04,7:41:24,1,No Coupons,0,DV_61000003
OR_31000535,CS_11005894,PD_21003822,2025-02-25,4:25:47,7,WELCOME10,10,DV_61000002
OR_31000536,CS_11004586,PD_21005766,2024-07-18,8:56:11,5,SUMMER15,15,DV_61000001
OR_31000537,CS_11001174,PD_21004455,2024-11-12,23:50:42,10,No Coupons,0,DV_61000004
